"REGION","Region","LOCATION","Country","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"REG1_2","Americas","PER","Peru","RCL","Restricted civil liberties","2023","2023",4.5,,
"REG1_5","All regions","PER","Peru","SIGI","SIGI 2023","2023","2023",18.6,,
"REG1_5","All regions","PER","Peru","DF","Discrimination in the family","2023","2023",36.7,,
"REG1_5","All regions","PER","Peru","RPI","Restricted physical integrity","2023","2023",21.3,,
"REG1_5","All regions","PER","Peru","RAPFR","Access to productive and financial assets","2023","2023",8.6,,
"REG1_5","All regions","PER","Peru","RCL","Restricted civil liberties","2023","2023",4.5,,
"REG1_3","Asia","PHL","Philippines","SIGI","SIGI 2023","2023","2023",49.7,,
"REG1_3","Asia","PHL","Philippines","DF","Discrimination in the family","2023","2023",56.9,,
"REG1_3","Asia","PHL","Philippines","RPI","Restricted physical integrity","2023","2023",49.1,,
"REG1_3","Asia","PHL","Philippines","RAPFR","Access to productive and financial assets","2023","2023",50.4,,
"REG1_3","Asia","PHL","Philippines","RCL","Restricted civil liberties","2023","2023",41.6,,
"REG1_5","All regions","PHL","Philippines","SIGI","SIGI 2023","2023","2023",49.7,,
"REG1_5","All regions","PHL","Philippines","DF","Discrimination in the family","2023","2023",56.9,,
"REG1_5","All regions","PHL","Philippines","RPI","Restricted physical integrity","2023","2023",49.1,,
"REG1_5","All regions","PHL","Philippines","RAPFR","Access to productive and financial assets","2023","2023",50.4,,
"REG1_5","All regions","PHL","Philippines","RCL","Restricted civil liberties","2023","2023",41.6,,
"REG1_3","Asia","QAT","Qatar","SIGI","SIGI 2023","2023","2023",63.2,,
"REG1_3","Asia","QAT","Qatar","DF","Discrimination in the family","2023","2023",92,,
"REG1_3","Asia","QAT","Qatar","RPI","Restricted physical integrity","2023","2023",36.6,,
"REG1_3","Asia","QAT","Qatar","RAPFR","Access to productive and financial assets","2023","2023",38.4,,
"REG1_3","Asia","QAT","Qatar","RCL","Restricted civil liberties","2023","2023",74.4,,
"REG1_5","All regions","QAT","Qatar","SIGI","SIGI 2023","2023","2023",63.2,,
"REG1_5","All regions","QAT","Qatar","DF","Discrimination in the family","2023","2023",92,,
"REG1_5","All regions","QAT","Qatar","RPI","Restricted physical integrity","2023","2023",36.6,,
"REG1_5","All regions","QAT","Qatar","RAPFR","Access to productive and financial assets","2023","2023",38.4,,
"REG1_5","All regions","QAT","Qatar","RCL","Restricted civil liberties","2023","2023",74.4,,
"REG1_4","Europe","ROU","Romania","SIGI","SIGI 2023","2023","2023",15.7,,
"REG1_4","Europe","ROU","Romania","DF","Discrimination in the family","2023","2023",14.9,,
"REG1_4","Europe","ROU","Romania","RPI","Restricted physical integrity","2023","2023",19.6,,
"REG1_4","Europe","ROU","Romania","RAPFR","Access to productive and financial assets","2023","2023",7.7,,
"REG1_4","Europe","ROU","Romania","RCL","Restricted civil liberties","2023","2023",20.3,,
"REG1_5","All regions","ROU","Romania","SIGI","SIGI 2023","2023","2023",15.7,,
"REG1_5","All regions","ROU","Romania","DF","Discrimination in the family","2023","2023",14.9,,
"REG1_5","All regions","ROU","Romania","RPI","Restricted physical integrity","2023","2023",19.6,,
"REG1_5","All regions","ROU","Romania","RAPFR","Access to productive and financial assets","2023","2023",7.7,,
"REG1_5","All regions","ROU","Romania","RCL","Restricted civil liberties","2023","2023",20.3,,
"REG1_1","Africa","RWA","Rwanda","SIGI","SIGI 2023","2023","2023",19,,
"REG1_1","Africa","RWA","Rwanda","DF","Discrimination in the family","2023","2023",35.4,,
"REG1_1","Africa","RWA","Rwanda","RPI","Restricted physical integrity","2023","2023",17.3,,
"REG1_1","Africa","RWA","Rwanda","RAPFR","Access to productive and financial assets","2023","2023",15.1,,
"REG1_1","Africa","RWA","Rwanda","RCL","Restricted civil liberties","2023","2023",5.8,,
"REG1_5","All regions","RWA","Rwanda","SIGI","SIGI 2023","2023","2023",19,,
"REG1_5","All regions","RWA","Rwanda","DF","Discrimination in the family","2023","2023",35.4,,
"REG1_5","All regions","RWA","Rwanda","RPI","Restricted physical integrity","2023","2023",17.3,,
"REG1_5","All regions","RWA","Rwanda","RAPFR","Access to productive and financial assets","2023","2023",15.1,,
"REG1_5","All regions","RWA","Rwanda","RCL","Restricted civil liberties","2023","2023",5.8,,
"REG1_3","Asia","WSM","Samoa","DF","Discrimination in the family","2023","2023",21,,
"REG1_3","Asia","WSM","Samoa","RPI","Restricted physical integrity","2023","2023",38.5,,
"REG1_5","All regions","WSM","Samoa","DF","Discrimination in the family","2023","2023",21,,
"REG1_5","All regions","WSM","Samoa","RPI","Restricted physical integrity","2023","2023",38.5,,
"REG1_1","Africa","STP","Sao Tome and Principe","DF","Discrimination in the family","2023","2023",5,,
"REG1_1","Africa","STP","Sao Tome and Principe","RPI","Restricted physical integrity","2023","2023",14.9,,
"REG1_5","All regions","STP","Sao Tome and Principe","DF","Discrimination in the family","2023","2023",5,,
"REG1_5","All regions","STP","Sao Tome and Principe","RPI","Restricted physical integrity","2023","2023",14.9,,
"REG1_3","Asia","SAU","Saudi Arabia","SIGI","SIGI 2023","2023","2023",58.8,,
"REG1_3","Asia","SAU","Saudi Arabia","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_3","Asia","SAU","Saudi Arabia","RPI","Restricted physical integrity","2023","2023",54.5,,
"REG1_3","Asia","SAU","Saudi Arabia","RAPFR","Access to productive and financial assets","2023","2023",35.2,,
"REG1_3","Asia","SAU","Saudi Arabia","RCL","Restricted civil liberties","2023","2023",60.7,,
"REG1_5","All regions","SAU","Saudi Arabia","SIGI","SIGI 2023","2023","2023",58.8,,
"REG1_5","All regions","SAU","Saudi Arabia","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_5","All regions","SAU","Saudi Arabia","RPI","Restricted physical integrity","2023","2023",54.5,,
"REG1_5","All regions","SAU","Saudi Arabia","RAPFR","Access to productive and financial assets","2023","2023",35.2,,
"REG1_5","All regions","SAU","Saudi Arabia","RCL","Restricted civil liberties","2023","2023",60.7,,
"REG1_1","Africa","SEN","Senegal","SIGI","SIGI 2023","2023","2023",40.3,,
"REG1_1","Africa","SEN","Senegal","DF","Discrimination in the family","2023","2023",74.9,,
"REG1_1","Africa","SEN","Senegal","RPI","Restricted physical integrity","2023","2023",32.7,,
"REG1_1","Africa","SEN","Senegal","RAPFR","Access to productive and financial assets","2023","2023",35.5,,
"REG1_1","Africa","SEN","Senegal","RCL","Restricted civil liberties","2023","2023",5.4,,
"REG1_5","All regions","SEN","Senegal","SIGI","SIGI 2023","2023","2023",40.3,,
"REG1_5","All regions","SEN","Senegal","DF","Discrimination in the family","2023","2023",74.9,,
"REG1_5","All regions","SEN","Senegal","RPI","Restricted physical integrity","2023","2023",32.7,,
"REG1_5","All regions","SEN","Senegal","RAPFR","Access to productive and financial assets","2023","2023",35.5,,
"REG1_5","All regions","SEN","Senegal","RCL","Restricted civil liberties","2023","2023",5.4,,
"REG1_1","Africa","SYC","Seychelles","DF","Discrimination in the family","2023","2023",8.6,,
"REG1_5","All regions","SYC","Seychelles","DF","Discrimination in the family","2023","2023",8.6,,
"REG1_1","Africa","SLE","Sierra Leone","SIGI","SIGI 2023","2023","2023",47.8,,
"REG1_1","Africa","SLE","Sierra Leone","DF","Discrimination in the family","2023","2023",41.9,,
"REG1_1","Africa","SLE","Sierra Leone","RPI","Restricted physical integrity","2023","2023",47.8,,
"REG1_1","Africa","SLE","Sierra Leone","RAPFR","Access to productive and financial assets","2023","2023",50.1,,
"REG1_1","Africa","SLE","Sierra Leone","RCL","Restricted civil liberties","2023","2023",50.9,,
"REG1_5","All regions","SLE","Sierra Leone","SIGI","SIGI 2023","2023","2023",47.8,,
"REG1_5","All regions","SLE","Sierra Leone","DF","Discrimination in the family","2023","2023",41.9,,
"REG1_5","All regions","SLE","Sierra Leone","RPI","Restricted physical integrity","2023","2023",47.8,,
"REG1_5","All regions","SLE","Sierra Leone","RAPFR","Access to productive and financial assets","2023","2023",50.1,,
"REG1_5","All regions","SLE","Sierra Leone","RCL","Restricted civil liberties","2023","2023",50.9,,
"REG1_3","Asia","SGP","Singapore","SIGI","SIGI 2023","2023","2023",46.4,,
"REG1_3","Asia","SGP","Singapore","DF","Discrimination in the family","2023","2023",45,,
"REG1_3","Asia","SGP","Singapore","RPI","Restricted physical integrity","2023","2023",46.5,,
"REG1_3","Asia","SGP","Singapore","RAPFR","Access to productive and financial assets","2023","2023",41,,
"REG1_3","Asia","SGP","Singapore","RCL","Restricted civil liberties","2023","2023",52.9,,
"REG1_5","All regions","SGP","Singapore","SIGI","SIGI 2023","2023","2023",46.4,,
"REG1_5","All regions","SGP","Singapore","DF","Discrimination in the family","2023","2023",45,,
"REG1_5","All regions","SGP","Singapore","RPI","Restricted physical integrity","2023","2023",46.5,,
"REG1_5","All regions","SGP","Singapore","RAPFR","Access to productive and financial assets","2023","2023",41,,
"REG1_5","All regions","SGP","Singapore","RCL","Restricted civil liberties","2023","2023",52.9,,
"REG1_4","Europe","SVN","Slovenia","SIGI","SIGI 2023","2023","2023",17.6,,
"REG1_4","Europe","SVN","Slovenia","DF","Discrimination in the family","2023","2023",7.8,,
"REG1_4","Europe","SVN","Slovenia","RPI","Restricted physical integrity","2023","2023",23.2,,
"REG1_4","Europe","SVN","Slovenia","RAPFR","Access to productive and financial assets","2023","2023",21.8,,
"REG1_4","Europe","SVN","Slovenia","RCL","Restricted civil liberties","2023","2023",17,,
"REG1_5","All regions","SVN","Slovenia","SIGI","SIGI 2023","2023","2023",17.6,,
"REG1_5","All regions","SVN","Slovenia","DF","Discrimination in the family","2023","2023",7.8,,
"REG1_5","All regions","SVN","Slovenia","RPI","Restricted physical integrity","2023","2023",23.2,,
"REG1_5","All regions","SVN","Slovenia","RAPFR","Access to productive and financial assets","2023","2023",21.8,,
"REG1_5","All regions","SVN","Slovenia","RCL","Restricted civil liberties","2023","2023",17,,
"REG1_3","Asia","SLB","Solomon Islands","DF","Discrimination in the family","2023","2023",59.7,,
"REG1_3","Asia","SLB","Solomon Islands","RPI","Restricted physical integrity","2023","2023",41.5,,
"REG1_5","All regions","SLB","Solomon Islands","DF","Discrimination in the family","2023","2023",59.7,,
"REG1_5","All regions","SLB","Solomon Islands","RPI","Restricted physical integrity","2023","2023",41.5,,
"REG1_1","Africa","SOM","Somalia","SIGI","SIGI 2023","2023","2023",51.3,,
"REG1_1","Africa","SOM","Somalia","DF","Discrimination in the family","2023","2023",71.1,,
"REG1_1","Africa","SOM","Somalia","RPI","Restricted physical integrity","2023","2023",36.9,,
"REG1_1","Africa","SOM","Somalia","RAPFR","Access to productive and financial assets","2023","2023",39.8,,
"REG1_1","Africa","SOM","Somalia","RCL","Restricted civil liberties","2023","2023",53.6,,
"REG1_5","All regions","SOM","Somalia","SIGI","SIGI 2023","2023","2023",51.3,,
"REG1_5","All regions","SOM","Somalia","DF","Discrimination in the family","2023","2023",71.1,,
"REG1_5","All regions","SOM","Somalia","RPI","Restricted physical integrity","2023","2023",36.9,,
"REG1_5","All regions","SOM","Somalia","RAPFR","Access to productive and financial assets","2023","2023",39.8,,
"REG1_5","All regions","SOM","Somalia","RCL","Restricted civil liberties","2023","2023",53.6,,
"REG1_1","Africa","ZAF","South Africa","SIGI","SIGI 2023","2023","2023",23,,
"REG1_1","Africa","ZAF","South Africa","DF","Discrimination in the family","2023","2023",52.4,,
"REG1_1","Africa","ZAF","South Africa","RPI","Restricted physical integrity","2023","2023",18.1,,
"REG1_1","Africa","ZAF","South Africa","RAPFR","Access to productive and financial assets","2023","2023",12,,
"REG1_1","Africa","ZAF","South Africa","RCL","Restricted civil liberties","2023","2023",2.1,,
"REG1_5","All regions","ZAF","South Africa","SIGI","SIGI 2023","2023","2023",23,,
"REG1_5","All regions","ZAF","South Africa","DF","Discrimination in the family","2023","2023",52.4,,
"REG1_5","All regions","ZAF","South Africa","RPI","Restricted physical integrity","2023","2023",18.1,,
"REG1_5","All regions","ZAF","South Africa","RAPFR","Access to productive and financial assets","2023","2023",12,,
"REG1_5","All regions","ZAF","South Africa","RCL","Restricted civil liberties","2023","2023",2.1,,
"REG1_3","Asia","LKA","Sri Lanka","SIGI","SIGI 2023","2023","2023",53.4,,
"REG1_3","Asia","LKA","Sri Lanka","DF","Discrimination in the family","2023","2023",62.5,,
"REG1_3","Asia","LKA","Sri Lanka","RPI","Restricted physical integrity","2023","2023",41.5,,
"REG1_3","Asia","LKA","Sri Lanka","RAPFR","Access to productive and financial assets","2023","2023",63.2,,
"REG1_3","Asia","LKA","Sri Lanka","RCL","Restricted civil liberties","2023","2023",44.2,,
"REG1_5","All regions","LKA","Sri Lanka","SIGI","SIGI 2023","2023","2023",53.4,,
"REG1_5","All regions","LKA","Sri Lanka","DF","Discrimination in the family","2023","2023",62.5,,
"REG1_5","All regions","LKA","Sri Lanka","RPI","Restricted physical integrity","2023","2023",41.5,,
"REG1_5","All regions","LKA","Sri Lanka","RAPFR","Access to productive and financial assets","2023","2023",63.2,,
"REG1_5","All regions","LKA","Sri Lanka","RCL","Restricted civil liberties","2023","2023",44.2,,
"REG1_1","Africa","SDN","Sudan","SIGI","SIGI 2023","2023","2023",62.7,,
"REG1_1","Africa","SDN","Sudan","DF","Discrimination in the family","2023","2023",89.9,,
"REG1_1","Africa","SDN","Sudan","RPI","Restricted physical integrity","2023","2023",33,,
"REG1_1","Africa","SDN","Sudan","RAPFR","Access to productive and financial assets","2023","2023",85.5,,
"REG1_1","Africa","SDN","Sudan","RCL","Restricted civil liberties","2023","2023",25.5,,
"REG1_5","All regions","SDN","Sudan","SIGI","SIGI 2023","2023","2023",62.7,,
"REG1_5","All regions","SDN","Sudan","DF","Discrimination in the family","2023","2023",89.9,,
"REG1_5","All regions","SDN","Sudan","RPI","Restricted physical integrity","2023","2023",33,,
"REG1_5","All regions","SDN","Sudan","RAPFR","Access to productive and financial assets","2023","2023",85.5,,
"REG1_5","All regions","SDN","Sudan","RCL","Restricted civil liberties","2023","2023",25.5,,
"REG1_2","Americas","SUR","Suriname","DF","Discrimination in the family","2023","2023",61.7,,
"REG1_2","Americas","SUR","Suriname","RPI","Restricted physical integrity","2023","2023",57.6,,
"REG1_2","Americas","SUR","Suriname","RCL","Restricted civil liberties","2023","2023",14.1,,
"REG1_5","All regions","SUR","Suriname","DF","Discrimination in the family","2023","2023",61.7,,
"REG1_5","All regions","SUR","Suriname","RPI","Restricted physical integrity","2023","2023",57.6,,
"REG1_5","All regions","SUR","Suriname","RCL","Restricted civil liberties","2023","2023",14.1,,
"REG1_1","Africa","SWZ","Eswatini","DF","Discrimination in the family","2023","2023",47.9,,
"REG1_1","Africa","SWZ","Eswatini","RPI","Restricted physical integrity","2023","2023",48.7,,
"REG1_1","Africa","SWZ","Eswatini","RCL","Restricted civil liberties","2023","2023",55.2,,
"REG1_5","All regions","SWZ","Eswatini","DF","Discrimination in the family","2023","2023",47.9,,
"REG1_5","All regions","SWZ","Eswatini","RPI","Restricted physical integrity","2023","2023",48.7,,
"REG1_5","All regions","SWZ","Eswatini","RCL","Restricted civil liberties","2023","2023",55.2,,
"REG1_3","Asia","SYR","Syrian Arab Republic","DF","Discrimination in the family","2023","2023",82.9,,
"REG1_3","Asia","SYR","Syrian Arab Republic","RAPFR","Access to productive and financial assets","2023","2023",43,,
"REG1_3","Asia","SYR","Syrian Arab Republic","RCL","Restricted civil liberties","2023","2023",68.3,,
"REG1_5","All regions","SYR","Syrian Arab Republic","DF","Discrimination in the family","2023","2023",82.9,,
"REG1_5","All regions","SYR","Syrian Arab Republic","RAPFR","Access to productive and financial assets","2023","2023",43,,
"REG1_5","All regions","SYR","Syrian Arab Republic","RCL","Restricted civil liberties","2023","2023",68.3,,
"REG1_3","Asia","TWN","Chinese Taipei","SIGI","SIGI 2023","2023","2023",9.2,,
"REG1_3","Asia","TWN","Chinese Taipei","DF","Discrimination in the family","2023","2023",0.3,,
"REG1_3","Asia","TWN","Chinese Taipei","RPI","Restricted physical integrity","2023","2023",22,,
"REG1_3","Asia","TWN","Chinese Taipei","RAPFR","Access to productive and financial assets","2023","2023",5.8,,
"REG1_3","Asia","TWN","Chinese Taipei","RCL","Restricted civil liberties","2023","2023",7.5,,
"REG1_5","All regions","TWN","Chinese Taipei","SIGI","SIGI 2023","2023","2023",9.2,,
"REG1_5","All regions","TWN","Chinese Taipei","DF","Discrimination in the family","2023","2023",0.3,,
"REG1_5","All regions","TWN","Chinese Taipei","RPI","Restricted physical integrity","2023","2023",22,,
"REG1_5","All regions","TWN","Chinese Taipei","RAPFR","Access to productive and financial assets","2023","2023",5.8,,
"REG1_5","All regions","TWN","Chinese Taipei","RCL","Restricted civil liberties","2023","2023",7.5,,
"REG1_3","Asia","TJK","Tajikistan","SIGI","SIGI 2023","2023","2023",40,,
"REG1_3","Asia","TJK","Tajikistan","DF","Discrimination in the family","2023","2023",41.8,,
"REG1_3","Asia","TJK","Tajikistan","RPI","Restricted physical integrity","2023","2023",51.3,,
"REG1_3","Asia","TJK","Tajikistan","RAPFR","Access to productive and financial assets","2023","2023",41.5,,
"REG1_3","Asia","TJK","Tajikistan","RCL","Restricted civil liberties","2023","2023",23.7,,
"REG1_5","All regions","TJK","Tajikistan","SIGI","SIGI 2023","2023","2023",40,,
"REG1_5","All regions","TJK","Tajikistan","DF","Discrimination in the family","2023","2023",41.8,,
"REG1_5","All regions","TJK","Tajikistan","RPI","Restricted physical integrity","2023","2023",51.3,,
"REG1_5","All regions","TJK","Tajikistan","RAPFR","Access to productive and financial assets","2023","2023",41.5,,
"REG1_5","All regions","TJK","Tajikistan","RCL","Restricted civil liberties","2023","2023",23.7,,
"REG1_1","Africa","TZA","Tanzania","SIGI","SIGI 2023","2023","2023",49.6,,
"REG1_1","Africa","TZA","Tanzania","DF","Discrimination in the family","2023","2023",86.9,,
"REG1_1","Africa","TZA","Tanzania","RPI","Restricted physical integrity","2023","2023",34.9,,
"REG1_1","Africa","TZA","Tanzania","RAPFR","Access to productive and financial assets","2023","2023",29.7,,
"REG1_1","Africa","TZA","Tanzania","RCL","Restricted civil liberties","2023","2023",34.8,,
"REG1_5","All regions","TZA","Tanzania","SIGI","SIGI 2023","2023","2023",49.6,,
"REG1_5","All regions","TZA","Tanzania","DF","Discrimination in the family","2023","2023",86.9,,
"REG1_5","All regions","TZA","Tanzania","RPI","Restricted physical integrity","2023","2023",34.9,,
"REG1_5","All regions","TZA","Tanzania","RAPFR","Access to productive and financial assets","2023","2023",29.7,,
"REG1_5","All regions","TZA","Tanzania","RCL","Restricted civil liberties","2023","2023",34.8,,
"REG1_3","Asia","THA","Thailand","SIGI","SIGI 2023","2023","2023",26.6,,
"REG1_3","Asia","THA","Thailand","DF","Discrimination in the family","2023","2023",14.2,,
"REG1_3","Asia","THA","Thailand","RPI","Restricted physical integrity","2023","2023",20.2,,
"REG1_3","Asia","THA","Thailand","RAPFR","Access to productive and financial assets","2023","2023",21.9,,
"REG1_3","Asia","THA","Thailand","RCL","Restricted civil liberties","2023","2023",46.8,,
"REG1_5","All regions","THA","Thailand","SIGI","SIGI 2023","2023","2023",26.6,,
"REG1_5","All regions","THA","Thailand","DF","Discrimination in the family","2023","2023",14.2,,
"REG1_5","All regions","THA","Thailand","RPI","Restricted physical integrity","2023","2023",20.2,,
"REG1_5","All regions","THA","Thailand","RAPFR","Access to productive and financial assets","2023","2023",21.9,,
"REG1_5","All regions","THA","Thailand","RCL","Restricted civil liberties","2023","2023",46.8,,
"REG1_3","Asia","TLS","Timor-Leste","DF","Discrimination in the family","2023","2023",25.6,,
"REG1_3","Asia","TLS","Timor-Leste","RPI","Restricted physical integrity","2023","2023",37.1,,
"REG1_3","Asia","TLS","Timor-Leste","RAPFR","Access to productive and financial assets","2023","2023",20.3,,
"REG1_5","All regions","TLS","Timor-Leste","DF","Discrimination in the family","2023","2023",25.6,,
"REG1_5","All regions","TLS","Timor-Leste","RPI","Restricted physical integrity","2023","2023",37.1,,
"REG1_5","All regions","TLS","Timor-Leste","RAPFR","Access to productive and financial assets","2023","2023",20.3,,
"REG1_1","Africa","TGO","Togo","SIGI","SIGI 2023","2023","2023",36.8,,
"REG1_1","Africa","TGO","Togo","DF","Discrimination in the family","2023","2023",51.1,,
"REG1_1","Africa","TGO","Togo","RPI","Restricted physical integrity","2023","2023",28,,
"REG1_1","Africa","TGO","Togo","RAPFR","Access to productive and financial assets","2023","2023",18,,
"REG1_1","Africa","TGO","Togo","RCL","Restricted civil liberties","2023","2023",46.5,,
"REG1_5","All regions","TGO","Togo","SIGI","SIGI 2023","2023","2023",36.8,,
"REG1_5","All regions","TGO","Togo","DF","Discrimination in the family","2023","2023",51.1,,
"REG1_5","All regions","TGO","Togo","RPI","Restricted physical integrity","2023","2023",28,,
"REG1_5","All regions","TGO","Togo","RAPFR","Access to productive and financial assets","2023","2023",18,,
"REG1_5","All regions","TGO","Togo","RCL","Restricted civil liberties","2023","2023",46.5,,
"REG1_2","Americas","TTO","Trinidad and Tobago","SIGI","SIGI 2023","2023","2023",25.3,,
"REG1_2","Americas","TTO","Trinidad and Tobago","DF","Discrimination in the family","2023","2023",33,,
"REG1_2","Americas","TTO","Trinidad and Tobago","RPI","Restricted physical integrity","2023","2023",24,,
"REG1_2","Americas","TTO","Trinidad and Tobago","RAPFR","Access to productive and financial assets","2023","2023",15.1,,
"REG1_2","Americas","TTO","Trinidad and Tobago","RCL","Restricted civil liberties","2023","2023",28,,
"REG1_5","All regions","TTO","Trinidad and Tobago","SIGI","SIGI 2023","2023","2023",25.3,,
"REG1_5","All regions","TTO","Trinidad and Tobago","DF","Discrimination in the family","2023","2023",33,,
"REG1_5","All regions","TTO","Trinidad and Tobago","RPI","Restricted physical integrity","2023","2023",24,,
"REG1_5","All regions","TTO","Trinidad and Tobago","RAPFR","Access to productive and financial assets","2023","2023",15.1,,
"REG1_5","All regions","TTO","Trinidad and Tobago","RCL","Restricted civil liberties","2023","2023",28,,
"REG1_1","Africa","TUN","Tunisia","SIGI","SIGI 2023","2023","2023",48.9,,
"REG1_1","Africa","TUN","Tunisia","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_1","Africa","TUN","Tunisia","RPI","Restricted physical integrity","2023","2023",11.1,,
"REG1_1","Africa","TUN","Tunisia","RAPFR","Access to productive and financial assets","2023","2023",36.3,,
"REG1_1","Africa","TUN","Tunisia","RCL","Restricted civil liberties","2023","2023",46.7,,
"REG1_5","All regions","TUN","Tunisia","SIGI","SIGI 2023","2023","2023",48.9,,
"REG1_5","All regions","TUN","Tunisia","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_5","All regions","TUN","Tunisia","RPI","Restricted physical integrity","2023","2023",11.1,,
"REG1_5","All regions","TUN","Tunisia","RAPFR","Access to productive and financial assets","2023","2023",36.3,,
"REG1_5","All regions","TUN","Tunisia","RCL","Restricted civil liberties","2023","2023",46.7,,
"REG1_3","Asia","TKM","Turkmenistan","DF","Discrimination in the family","2023","2023",36.3,,
"REG1_3","Asia","TKM","Turkmenistan","RPI","Restricted physical integrity","2023","2023",22.5,,
"REG1_5","All regions","TKM","Turkmenistan","DF","Discrimination in the family","2023","2023",36.3,,
"REG1_5","All regions","TKM","Turkmenistan","RPI","Restricted physical integrity","2023","2023",22.5,,
"REG1_1","Africa","UGA","Uganda","SIGI","SIGI 2023","2023","2023",27.4,,
"REG1_1","Africa","UGA","Uganda","DF","Discrimination in the family","2023","2023",40.8,,
"REG1_1","Africa","UGA","Uganda","RPI","Restricted physical integrity","2023","2023",32.5,,
"REG1_1","Africa","UGA","Uganda","RAPFR","Access to productive and financial assets","2023","2023",28,,
"REG1_1","Africa","UGA","Uganda","RCL","Restricted civil liberties","2023","2023",5.1,,
"REG1_5","All regions","UGA","Uganda","SIGI","SIGI 2023","2023","2023",27.4,,
"REG1_5","All regions","UGA","Uganda","DF","Discrimination in the family","2023","2023",40.8,,
"REG1_5","All regions","UGA","Uganda","RPI","Restricted physical integrity","2023","2023",32.5,,
"REG1_5","All regions","UGA","Uganda","RAPFR","Access to productive and financial assets","2023","2023",28,,
"REG1_5","All regions","UGA","Uganda","RCL","Restricted civil liberties","2023","2023",5.1,,
"REG1_4","Europe","UKR","Ukraine","SIGI","SIGI 2023","2023","2023",16.3,,
"REG1_4","Europe","UKR","Ukraine","DF","Discrimination in the family","2023","2023",14.9,,
"REG1_4","Europe","UKR","Ukraine","RPI","Restricted physical integrity","2023","2023",11.3,,
"REG1_4","Europe","UKR","Ukraine","RAPFR","Access to productive and financial assets","2023","2023",21.5,,
"REG1_4","Europe","UKR","Ukraine","RCL","Restricted civil liberties","2023","2023",17.2,,
"REG1_5","All regions","UKR","Ukraine","SIGI","SIGI 2023","2023","2023",16.3,,
"REG1_5","All regions","UKR","Ukraine","DF","Discrimination in the family","2023","2023",14.9,,
"REG1_5","All regions","UKR","Ukraine","RPI","Restricted physical integrity","2023","2023",11.3,,
"REG1_5","All regions","UKR","Ukraine","RAPFR","Access to productive and financial assets","2023","2023",21.5,,
"REG1_5","All regions","UKR","Ukraine","RCL","Restricted civil liberties","2023","2023",17.2,,
"REG1_3","Asia","ARE","United Arab Emirates","DF","Discrimination in the family","2023","2023",80.1,,
"REG1_3","Asia","ARE","United Arab Emirates","RAPFR","Access to productive and financial assets","2023","2023",16.9,,
"REG1_5","All regions","ARE","United Arab Emirates","DF","Discrimination in the family","2023","2023",80.1,,
"REG1_5","All regions","ARE","United Arab Emirates","RAPFR","Access to productive and financial assets","2023","2023",16.9,,
"REG1_2","Americas","URY","Uruguay","SIGI","SIGI 2023","2023","2023",19.4,,
"REG1_2","Americas","URY","Uruguay","DF","Discrimination in the family","2023","2023",31.5,,
"REG1_2","Americas","URY","Uruguay","RPI","Restricted physical integrity","2023","2023",10.2,,
"REG1_2","Americas","URY","Uruguay","RAPFR","Access to productive and financial assets","2023","2023",22,,
"REG1_2","Americas","URY","Uruguay","RCL","Restricted civil liberties","2023","2023",12.3,,
"REG1_5","All regions","URY","Uruguay","SIGI","SIGI 2023","2023","2023",19.4,,
"REG1_5","All regions","URY","Uruguay","DF","Discrimination in the family","2023","2023",31.5,,
"REG1_5","All regions","URY","Uruguay","RPI","Restricted physical integrity","2023","2023",10.2,,
"REG1_5","All regions","URY","Uruguay","RAPFR","Access to productive and financial assets","2023","2023",22,,
"REG1_5","All regions","URY","Uruguay","RCL","Restricted civil liberties","2023","2023",12.3,,
"REG1_3","Asia","UZB","Uzbekistan","DF","Discrimination in the family","2023","2023",41.7,,
"REG1_3","Asia","UZB","Uzbekistan","RAPFR","Access to productive and financial assets","2023","2023",45.4,,
"REG1_3","Asia","UZB","Uzbekistan","RCL","Restricted civil liberties","2023","2023",9.8,,
"REG1_5","All regions","UZB","Uzbekistan","DF","Discrimination in the family","2023","2023",41.7,,
"REG1_5","All regions","UZB","Uzbekistan","RAPFR","Access to productive and financial assets","2023","2023",45.4,,
"REG1_5","All regions","UZB","Uzbekistan","RCL","Restricted civil liberties","2023","2023",9.8,,
"REG1_2","Americas","VEN","Venezuela","SIGI","SIGI 2023","2023","2023",16.5,,
"REG1_2","Americas","VEN","Venezuela","DF","Discrimination in the family","2023","2023",9.7,,
"REG1_2","Americas","VEN","Venezuela","RPI","Restricted physical integrity","2023","2023",26.1,,
"REG1_2","Americas","VEN","Venezuela","RAPFR","Access to productive and financial assets","2023","2023",23.9,,
"REG1_2","Americas","VEN","Venezuela","RCL","Restricted civil liberties","2023","2023",4.6,,
"REG1_5","All regions","VEN","Venezuela","SIGI","SIGI 2023","2023","2023",16.5,,
"REG1_5","All regions","VEN","Venezuela","DF","Discrimination in the family","2023","2023",9.7,,
"REG1_5","All regions","VEN","Venezuela","RPI","Restricted physical integrity","2023","2023",26.1,,
